66,ECR,Ercros,Madrid,Basic Materials,Chemicals,€347.46M,27.7x,-0.47,€3.83,0.8%
67,TUBA,Tubacex,Madrid,Basic Materials,Metals & Mining,€345.36M,15.9x,-0.49,€2.86,0.7%
68,YSIL,Silicius Real Estate SOCIMI,Madrid,Real Estate,Real Estate Operations,€341.96M,-13.3x,0.26,€10.90,0%
69,ARTC,Arteche Lantegi Elkartea,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€341.72M,28.3x,0.48,€5.95,-1.7%
70,EIDF,Energia Innovacion y Desarrollo Fotovoltaico,Madrid,Energy,Renewable Energy,€332.76M,-12.1x,0.02,€5.68,1.4%
71,YMHRE,Millenium Hotels,Madrid,Real Estate,Residential & Commercial REITs,€326.46M,-112.4x,0.92,€2.80,-0.7%
72,ALC,Altia Consultores S.A.,Madrid,Technology,Software & IT Services,€322.63M,21x,0.41,€4.70,0%
73,ALNTA,Alantra Partners,Madrid,Financials,Investment Banking & Investment Services,€305.87M,78.4x,-0.94,€8.08,2.3%
74,GSJ,Empresarial San Jose,Madrid,Industrials,Construction & Engineering,€277.66M,8.2x,0.09,€4.24,0.5%
75,NAT,Natac Natural Ingredients,Madrid,Financials,Investment Holding Companies,€273.93M,-39.2x,,€0.63,0%
76,IZER,Izertis,Madrid,Technology,Software & IT Services,€264.66M,51.1x,2.04,€10.35,0.5%
77,ATRY,Atrys Health,Madrid,Healthcare,Healthcare Providers & Services,€230.85M,-5.9x,-0.67,€3.06,0.3%
78,RJFE,Laboratorio Reig Jofre,Madrid,Healthcare,Pharmaceuticals,€220.96M,23.3x,-11.09,€2.73,1.1%
79,ARM,Arima Real Estate,Madrid,Real Estate,Residential & Commercial REITs,€217.05M,-6.8x,0.02,€8.42,-0.2%
80,ECNER,Grupo Ecoener,Madrid,Utilities,Electrical Utilities & IPPs,€216.33M,19.5x,-0.55,€3.80,1.3%
81,YORE,Ores Socimi,Madrid,Real Estate,Residential & Commercial REITs,€202.41M,29.4x,0.73,€1.03,0%
82,IBG,Iberpapel Gestion,Madrid,Basic Materials,Paper & Forest Products,€193.96M,4.1x,0.03,€17.80,-0.6%
83,PRIM,Prim,Madrid,Healthcare,Healthcare Equipment & Supplies,€191.41M,14.8x,0.29,€11.05,0.4%
84,GGR,Grupo Greening 2022,Madrid,Utilities,Electrical Utilities & IPPs,€191.13M,54.7x,-0.56,€6.56,-2.4%
85,ATSI,Aplicaciones y Tratamientos de Sistemas,Madrid,Technology,Software & IT Services,€184M,31.9x,,€3.58,-2.7%
86,SOLPW,Soltec Power,Madrid,Energy,Renewable Energy,€183.66M,-8.4x,0.03,€2.05,1.5%
87,YAPS,Albirana Properties,Madrid,,,€169.71M,-52.7x,-0.43,€17.60,0%
88,AI,Airtificial Intelligence,Madrid,Technology,Electronic Equipment & Parts,€168.03M,-42x,-0.58,€0.13,1.3%
89,YLFG,La Finca Global Assets Socimi,Madrid,Real Estate,Residential & Commercial REITs,€159.45M,23.1x,-1.49,€4.22,0%
90,ISUR,Inmobiliaria del Sur,Madrid,Real Estate,Real Estate Operations,€158.47M,11.4x,0.35,€8.60,0%
91,SNGS,Singular People SL,Madrid,Technology,Software & IT Services,€158.30M,21.7x,-0.88,€3,0%
92,YDOA,Inversiones Doalca,Madrid,,,€156.67M,22.3x,-0.71,€25.60,0%
93,AZK,Azkoyen,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€154.61M,9.1x,-6.62,€6.38,-0.6%
94,UBS,Urbas Grupo,Madrid,Consumer Cyclicals,Homebuilding & Construction Supplies,€151.03M,8.5x,3.7,€0.003,0%
95,APE,Amper,Madrid,Technology,Communications & Networking,€147.72M,-97.6x,,€0.10,2.7%
96,SQRL,Squirrel Media,Madrid,Consumer Cyclicals,Media & Publishing,€145.49M,14x,,€1.61,0%
97,INDXA,Indexa Capital,Madrid,Financials,Investment Banking & Investment Services,€143.88M,355.4x,95.54,€9.90,0%
98,CEV,Viviendas en Alquiler,Madrid,Real Estate,Real Estate Operations,€134.30M,12.3x,-0.2,€5.80,0%
99,YVIT,Vitruvio Real Estate,Madrid,Real Estate,Residential & Commercial REITs,€129.51M,38.4x,3.26,€14.10,0%
100,YAI1,All Iron Re,Madrid,Real Estate,Residential & Commercial REITs,€128.08M,8.8x,0.13,€9.70,0%
101,GAMQ,General Alquiler Maquinaria,Madrid,Industrials,Professional & Commercial Services,€122.05M,13.5x,0.67,€1.28,1.2%
102,YADR,Adriano Care SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€120.92M,-321.4x,2.98,€10.10,0%
103,ENRS,Enerside Energy,Madrid,Energy,Renewable Energy,€118.83M,-3.1x,0.02,€3.18,-0.6%
104,YISC,Isc Fresh Water,Madrid,Real Estate,Real Estate Operations,€115.45M,14.1x,-0.42,€15.40,0%
105,MDF,Duro Felguera,Madrid,Industrials,Construction & Engineering,€115.34M,-2.3x,0.01,€0.54,1.1%
106,SECU,Secuoya Grupo de Comunicacion S.A.,Madrid,Consumer Cyclicals,Media & Publishing,€112.77M,36.1x,-2.93,€14.10,0%
107,AMEN,Aeternal Mentis,Madrid,Technology,Software & IT Services,€112.55M,383x,15.21,€8.55,0%
108,YIPS,Inversa Prime,Madrid,Real Estate,Residential & Commercial REITs,€112.30M,5.1x,,€1.44,0%
109,LLYC,Llorente Cuenca Madrid SA,Madrid,Consumer Cyclicals,Media & Publishing,€111.88M,15.1x,,€9.90,0%
