62,047050,Posco International,Seoul,Industrials,Diversified Industrial Goods Wholesale,₩8.39T,13.3x,-0.94,"₩52,100",5.7%
63,086280,Hyundai Glovis,Seoul,Industrials,Freight & Logistics Services,₩8.12T,8.5x,-0.91,"₩109,300",1%
64,326030,Sk Biopharma,Seoul,Healthcare,Pharmaceuticals,₩7.75T,-367.6x,-4.9,"₩105,700",6.9%
65,003495,Korean Air Lines Co,Seoul,Industrials,Passenger Transportation Services,₩7.67T,6.9x,-0.38,"₩22,950",-0.4%
66,003490,Korean Air Lines Co,Seoul,Industrials,Passenger Transportation Services,₩7.67T,7.8x,-0.38,"₩21,150",1.9%
67,010950,S-Oil Corp,Seoul,Energy,Oil & Gas,₩7.64T,,0.11,"₩65,400",-1.4%
68,010955,S-Oil Pref,Seoul,Energy,Oil & Gas,₩7.64T,,0.11,"₩44,100",-1.1%
69,03473K,SK Holdings,Seoul,Technology,Software & IT Services,₩7.44T,-4.5x,0.01,"₩122,500",0.5%
70,034730,SK Holdings,Seoul,Energy,Oil & Gas,₩7.44T,-4.5x,0.01,"₩139,100",0.7%
71,090435,Amorepacific Pref,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩7.25T,74.3x,1.34,"₩35,650",2%
72,090430,Amorepacific,Seoul,Consumer Non-Cyclicals,Personal & Household Products & Services,₩7.25T,62.3x,1.34,"₩122,500",3.9%
73,352820,HYBE,Seoul,Consumer Cyclicals,Media & Publishing,₩6.79T,40.5x,0.13,"₩166,900",2.3%
74,000105,Yuhan,Seoul,Healthcare,Pharmaceuticals,₩6.6T,60x,2.21,"₩78,300",4.7%
75,000100,Yuhan,Seoul,Healthcare,Pharmaceuticals,₩6.6T,53.2x,2.21,"₩93,500",6%
76,005830,DB Insurance,Seoul,Financials,Insurance,₩6.12T,3.6x,-0.24,"₩106,500",4.4%
77,064350,Hyundai-Rotem,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩5.96T,25.5x,-13.12,"₩54,300",-0.5%
78,011070,LG Innotek Co,Seoul,Technology,Electronic Equipment & Parts,₩5.92T,12.4x,-0.41,"₩252,000",0.8%
79,267250,Hyundai Heavy Industries,Seoul,Energy,Oil & Gas,₩5.78T,21.2x,-0.22,"₩81,100",-0.9%
80,450080,EcoPro Materials,Seoul,,,₩5.78T,"1,088.2x",,"₩83,600",-0.1%
81,047810,Korea Aerospac,Seoul,Industrials,Aerospace & Defense,₩5.71T,21.8x,0.21,"₩57,500",-1.9%
82,097950,CJ Cheiljedang,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩5.58T,15.8x,1.41,"₩353,500",-3.4%
83,097955,CJ CheilJedang,Seoul,Consumer Non-Cyclicals,Food & Tobacco,₩5.58T,13.5x,1.41,"₩148,100",-1.4%
