114,AFAGR,Afarak Group,Helsinki,Basic Materials,Metals & Mining,€67.99M,7.4x,-0.09,€0.27,-0.2%
115,WETTERI,Wetteri Oyj,Helsinki,Academic & Educational Services,Professional & Business Education,€67.42M,-12.3x,,€0.43,-0.5%
116,TEM1V,Tecnotree Oyj,Helsinki,Technology,Software & IT Services,€66.20M,6.3x,-0.14,€4.15,-0.9%
117,SIILI,Siili Solutions Oyj,Helsinki,Technology,Software & IT Services,€65.06M,20.1x,0.52,€8.02,3.9%
118,LOIHDE,Loihde Oyj,Helsinki,Technology,Software & IT Services,€64.76M,-128.2x,0.89,€11.30,0%
119,TOIVO,Toivo Group Oyj,Helsinki,Consumer Cyclicals,Homebuilding & Construction Supplies,€60.59M,-8.7x,0.04,€1.09,4.8%
120,IFA1V,Innofactor Oyj,Helsinki,Technology,Software & IT Services,€60.31M,20.8x,-1.32,€1.68,0%
121,VIAFIN,Viafin Service,Helsinki,Industrials,Professional & Commercial Services,€59.41M,15.4x,,€17,0.6%
122,BRETEC,Bioretec Oy,Helsinki,Healthcare,Healthcare Equipment & Supplies,€57.15M,,,€2.90,3.2%
123,HKFOODS,HKFoods Oyj,Helsinki,Consumer Non-Cyclicals,Food & Tobacco,€55.74M,-1.3x,1.55,€0.62,2.3%
124,MODUL,Modulight Oyj,Helsinki,Healthcare,Healthcare Equipment & Supplies,€54.91M,-3.6x,0.09,€1.23,-4.7%
125,LAMOR,Lamor,Helsinki,Industrials,Professional & Commercial Services,€53.65M,-365x,5.66,€2,0.5%
126,SSH1V,SSH Oyj,Helsinki,Technology,Software & IT Services,€52.23M,-14.5x,0.37,€1.27,-1.9%
127,ESENSE,Enersense,Helsinki,Industrials,Professional & Commercial Services,€50.30M,-2.2x,0.02,€3.05,-1.6%
128,LAPWALL,LapWall Oyj,Helsinki,Consumer Cyclicals,Homebuilding & Construction Supplies,€46.19M,18.7x,-0.33,€3.19,0.3%
129,TLT1V,Teleste Oyj,Helsinki,Technology,Communications & Networking,€46.17M,-12.3x,-0.9,€2.53,1.2%
130,DWFS,Digital Workforce Services Oyj,Helsinki,Technology,Software & IT Services,€45.95M,-27.6x,-0.99,€4.10,-0.5%
131,FODELIA,Fodelia,Helsinki,Consumer Non-Cyclicals,Food & Tobacco,€44.55M,"-10,188.7x",,€5.54,0.4%
132,BOREO,Boreo Oyj,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€43.98M,27.5x,-0.39,€16.80,2.7%
133,ARVOSK,Pohjanmaan Arvo Sijoitusosuuskunta,Helsinki,Financials,Investment Banking & Investment Services,€41.64M,,,€50.40,-1.2%
134,LEADD,Leaddesk,Helsinki,Technology,Software & IT Services,€40.11M,-23.5x,-3.96,€7.56,3.3%
135,TAMTRON,Tamtron Oyj,Helsinki,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€38.36M,53x,0.19,€5.48,4.2%
